"","we.ep","we.eBH","wi.ep","wi.eBH","rab.all","rab.win.Base","rab.win.Target","diff.btw","diff.win","effect","effect.low","effect.high","overlap"
"ASV17",0.165276423485026,0.733570559086031,0.301429503981907,0.873530702625622,0.197719393590317,-0.538382446830836,0.705784485649302,1.93309976173861,6.20682011774407,0.268370854380064,-3.02303279988053,7.93614855693059,0.35960045959717
"ASV2",0.021439114902466,0.298839947839589,0.0772776346460557,0.633641111555619,0.982940017606937,-0.512812107273309,5.33256828812442,5.74638200491755,6.59073632676131,0.715305652662842,-1.87763741083188,9.06547398904553,0.256666699470296
"ASV3",0.66562877325795,0.984182795935086,0.780744603222864,0.982473265018485,-0.702456981592507,-0.482592996114727,-0.851462642964384,0.0151968192530267,5.86630161491211,0.00187021612718812,-3.29190175227509,4.590621906064,0.498888889003201
"ASV10",0.595119803691471,0.935986352608905,0.690611953721336,0.96341576298098,-0.470230929095987,-0.52472698967473,-0.44877818793175,0.392570485463351,5.50336337771212,0.0576342633846247,-3.50075685863217,5.86242340501754,0.465038849333448
"ASV40",0.655163528549901,0.962170252069048,0.720835761949721,0.976130925093213,-0.515558875353952,-0.492703604752071,-0.521661277820241,0.33234870236671,5.10686426695731,0.0516724074992392,-3.24658769219754,4.45622799775684,0.475027749517707
"ASV63",0.602028745423627,0.882550261498485,0.607150725704501,0.913376886198473,-1.05986896816725,-0.672986303402267,-1.25086937319029,-0.4966929292662,4.36467139353,-0.116217213117961,-4.23074881359242,3.35510281549982,0.445555561224043
"ASV76",0.544034124859147,0.860792302794628,0.568375966672534,0.900844962746689,-0.968025011233559,-0.392347007183409,-1.24591560499481,-0.61234718093681,4.41581056335334,-0.127249790188623,-4.38052274143629,3.20439565420784,0.438888895271381
"ASV11",0.6683752838761,0.973387133112383,0.710750161356569,0.980129129322291,-0.679767491199105,-0.581787096259486,-0.742535072052165,0.240060067777123,5.26242433851969,0.043281581075519,-3.54451426456765,3.97060086762649,0.483906771908994
"ASV37",0.571057799778865,0.884443361617465,0.585977631979005,0.91836787541177,-1.16544962105301,-0.599115191061504,-1.45625673535037,-0.793484809894732,4.44996859887679,-0.150239891145231,-4.3656432699947,3.23207800539201,0.421753615337042
"ASV19",0.596860731087476,0.938257004943437,0.652891829756818,0.967219827993009,-0.500594368740549,-0.67678064462709,-0.429399910541552,0.636236589031325,5.20858660143767,0.10079016137695,-3.87095093797654,4.91536228687865,0.45504994915793
"ASV4",0.645261970197854,0.99781252711736,0.220055850175759,0.882393425354665,7.7541998552018,9.75222143007421,7.43331299415052,-2.28236004707233,8.41731622386437,-0.28328738952452,-7.70847196023338,5.85690499904885,0.350721437467102
"ASV18",0.652460447165018,0.963014159382606,0.743055949390045,0.976717286435913,-0.667756644576011,-0.536439872421104,-0.725111354911175,0.393375028753489,5.5382401015461,0.0660592243044305,-3.26704020179922,5.03573468054433,0.469478360525526
"ASV30",0.0817296461916169,0.499208542024006,0.118856502002955,0.543417278155747,-0.822493141448755,1.26978160231556,-1.54149694117776,-3.82273290708682,7.54644048390759,-0.590039794684646,-8.91160704033742,2.07587854207102,0.267480607591379
"ASV42",0.581931315862604,0.900228899102825,0.605340299669819,0.921269384802043,-1.09374172478385,-0.620233399639,-1.35600023679837,-0.565855563745422,4.39501862432592,-0.113510333497095,-4.0209392529415,3.45073924965304,0.438888895271381
"ASV43",0.603062084598375,0.896486603914915,0.633713867063524,0.924488878690645,-1.07948293563275,-0.708488593269189,-1.30885725942322,-0.399647354750453,4.64869628894547,-0.0849802889413007,-3.84177489136909,3.96406208038746,0.45283019356482
"ASV6",0.563627810750825,0.874195934446957,0.615657829127394,0.901482289887724,-1.0188103438575,-0.534018934260178,-1.26981153504508,-0.653903252458845,4.37819386522708,-0.137339098882484,-3.56766908150197,3.44181733755256,0.436666673288685
"ASV75",0.595713997562586,0.878020067287809,0.596977275661029,0.918801139463705,-1.08150311027983,-0.619935221061693,-1.32333790346858,-0.699624532314901,4.71841973436189,-0.124127642922993,-4.48821311711648,3.47378950992958,0.430000007345617
"ASV79",0.572912748235564,0.880820865350805,0.592018536002518,0.904098433891779,-1.06429415238008,-0.598172250779637,-1.32161098150378,-0.738918139488951,4.47468774938773,-0.132674074270519,-4.34917908429382,3.37522219616944,0.430000007345617
