rowname,count,,,2.000 
ASV2,1,,,
ASV4,2,0.959580058,0.640710079,0.800 
ASV17,2,-0.651083859,-0.622267437,-0.637 
ASV19,2,-0.543823435,-0.73145949,-0.638 
